Domain,Area,Element,Item,Year,Unit,Value
"Food Balances (-2013, old methodology and population)",France,Production,Mutton & Goat Meat,2006,1000 tonnes,106
"Food Balances (-2013, old methodology and population)",France,Production,Mutton & Goat Meat,2007,1000 tonnes,105
"Food Balances (-2013, old methodology and population)",France,Production,Mutton & Goat Meat,2008,1000 tonnes,141
"Food Balances (-2013, old methodology and population)",France,Production,Mutton & Goat Meat,2009,1000 tonnes,137
"Food Balances (-2013, old methodology and population)",France,Production,Mutton & Goat Meat,2010,1000 tonnes,131
"Food Balances (-2013, old methodology and population)",France,Production,Mutton & Goat Meat,2011,1000 tonnes,127
"Food Balances (-2013, old methodology and population)",France,Production,Mutton & Goat Meat,2012,1000 tonnes,126
"Food Balances (-2013, old methodology and population)",France,Production,Mutton & Goat Meat,2013,1000 tonnes,123
"Food Balances (-2013, old methodology and population)",France,Production,Pigmeat,1991,1000 tonnes,1773
"Food Balances (-2013, old methodology and population)",France,Production,Pigmeat,1992,1000 tonnes,1903
"Food Balances (-2013, old methodology and population)",France,Production,Pigmeat,1993,1000 tonnes,2034
"Food Balances (-2013, old methodology and population)",France,Production,Pigmeat,1994,1000 tonnes,2116
"Food Balances (-2013, old methodology and population)",France,Production,Pigmeat,1995,1000 tonnes,2144
"Food Balances (-2013, old methodology and population)",France,Production,Pigmeat,1996,1000 tonnes,2161
"Food Balances (-2013, old methodology and population)",France,Production,Pigmeat,1997,1000 tonnes,2219
"Food Balances (-2013, old methodology and population)",France,Production,Pigmeat,1998,1000 tonnes,2328
"Food Balances (-2013, old methodology and population)",France,Production,Pigmeat,1999,1000 tonnes,2353
"Food Balances (-2013, old methodology and population)",France,Production,Pigmeat,2000,1000 tonnes,2312
"Food Balances (-2013, old methodology and population)",France,Production,Pigmeat,2001,1000 tonnes,2315
"Food Balances (-2013, old methodology and population)",France,Production,Pigmeat,2002,1000 tonnes,2346
"Food Balances (-2013, old methodology and population)",France,Production,Pigmeat,2003,1000 tonnes,2339
"Food Balances (-2013, old methodology and population)",France,Production,Pigmeat,2004,1000 tonnes,2293
"Food Balances (-2013, old methodology and population)",France,Production,Pigmeat,2005,1000 tonnes,2274
"Food Balances (-2013, old methodology and population)",France,Production,Pigmeat,2006,1000 tonnes,2011
"Food Balances (-2013, old methodology and population)",France,Production,Pigmeat,2007,1000 tonnes,2031
"Food Balances (-2013, old methodology and population)",France,Production,Pigmeat,2008,1000 tonnes,2274
"Food Balances (-2013, old methodology and population)",France,Production,Pigmeat,2009,1000 tonnes,2262
"Food Balances (-2013, old methodology and population)",France,Production,Pigmeat,2010,1000 tonnes,2255
"Food Balances (-2013, old methodology and population)",France,Production,Pigmeat,2011,1000 tonnes,2217
"Food Balances (-2013, old methodology and population)",France,Production,Pigmeat,2012,1000 tonnes,2162
"Food Balances (-2013, old methodology and population)",France,Production,Pigmeat,2013,1000 tonnes,2131
"Food Balances (-2013, old methodology and population)",France,Production,Poultry Meat,1991,1000 tonnes,1717
"Food Balances (-2013, old methodology and population)",France,Production,Poultry Meat,1992,1000 tonnes,1772
"Food Balances (-2013, old methodology and population)",France,Production,Poultry Meat,1993,1000 tonnes,1820
"Food Balances (-2013, old methodology and population)",France,Production,Poultry Meat,1994,1000 tonnes,1972
"Food Balances (-2013, old methodology and population)",France,Production,Poultry Meat,1995,1000 tonnes,2071
"Food Balances (-2013, old methodology and population)",France,Production,Poultry Meat,1996,1000 tonnes,2203
"Food Balances (-2013, old methodology and population)",France,Production,Poultry Meat,1997,1000 tonnes,2251
"Food Balances (-2013, old methodology and population)",France,Production,Poultry Meat,1998,1000 tonnes,2292
"Food Balances (-2013, old methodology and population)",France,Production,Poultry Meat,1999,1000 tonnes,2187
"Food Balances (-2013, old methodology and population)",France,Production,Poultry Meat,2000,1000 tonnes,2220
"Food Balances (-2013, old methodology and population)",France,Production,Poultry Meat,2001,1000 tonnes,2214
"Food Balances (-2013, old methodology and population)",France,Production,Poultry Meat,2002,1000 tonnes,2104
"Food Balances (-2013, old methodology and population)",France,Production,Poultry Meat,2003,1000 tonnes,2009
"Food Balances (-2013, old methodology and population)",France,Production,Poultry Meat,2004,1000 tonnes,1975
"Food Balances (-2013, old methodology and population)",France,Production,Poultry Meat,2005,1000 tonnes,1706
"Food Balances (-2013, old methodology and population)",France,Production,Poultry Meat,2006,1000 tonnes,1563
"Food Balances (-2013, old methodology and population)",France,Production,Poultry Meat,2007,1000 tonnes,1628
"Food Balances (-2013, old methodology and population)",France,Production,Poultry Meat,2008,1000 tonnes,1808
"Food Balances (-2013, old methodology and population)",France,Production,Poultry Meat,2009,1000 tonnes,1759
"Food Balances (-2013, old methodology and population)",France,Production,Poultry Meat,2010,1000 tonnes,1716
"Food Balances (-2013, old methodology and population)",France,Production,Poultry Meat,2011,1000 tonnes,1781
"Food Balances (-2013, old methodology and population)",France,Production,Poultry Meat,2012,1000 tonnes,1766
"Food Balances (-2013, old methodology and population)",France,Production,Poultry Meat,2013,1000 tonnes,1702
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Bovine Meat,1991,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Bovine Meat,1992,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Bovine Meat,1993,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Bovine Meat,1994,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Bovine Meat,1995,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Bovine Meat,1996,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Bovine Meat,1997,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Bovine Meat,1998,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Bovine Meat,1999,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Bovine Meat,2000,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Bovine Meat,2001,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Bovine Meat,2002,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Bovine Meat,2003,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Bovine Meat,2004,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Bovine Meat,2005,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Bovine Meat,2006,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Bovine Meat,2007,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Bovine Meat,2008,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Bovine Meat,2009,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Bovine Meat,2010,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Bovine Meat,2011,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Bovine Meat,2012,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Bovine Meat,2013,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Mutton & Goat Meat,1991,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Mutton & Goat Meat,1992,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Mutton & Goat Meat,1993,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Mutton & Goat Meat,1994,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Mutton & Goat Meat,1995,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Mutton & Goat Meat,1996,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Mutton & Goat Meat,1997,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Mutton & Goat Meat,1998,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Mutton & Goat Meat,1999,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Mutton & Goat Meat,2000,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Mutton & Goat Meat,2001,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Mutton & Goat Meat,2002,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Mutton & Goat Meat,2003,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Mutton & Goat Meat,2004,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Mutton & Goat Meat,2005,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Mutton & Goat Meat,2006,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Mutton & Goat Meat,2007,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Mutton & Goat Meat,2008,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Mutton & Goat Meat,2009,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Mutton & Goat Meat,2010,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Mutton & Goat Meat,2011,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Mutton & Goat Meat,2012,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Mutton & Goat Meat,2013,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Pigmeat,1991,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Pigmeat,1992,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Pigmeat,1993,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Pigmeat,1994,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Pigmeat,1995,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Pigmeat,1996,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Pigmeat,1997,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Pigmeat,1998,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Pigmeat,1999,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Pigmeat,2000,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Pigmeat,2001,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Pigmeat,2002,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Pigmeat,2003,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Pigmeat,2004,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Pigmeat,2005,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Pigmeat,2006,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Pigmeat,2007,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Pigmeat,2008,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Pigmeat,2009,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Pigmeat,2010,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Pigmeat,2011,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Pigmeat,2012,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Pigmeat,2013,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Poultry Meat,1991,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Poultry Meat,1992,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Poultry Meat,1993,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Poultry Meat,1994,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Poultry Meat,1995,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Poultry Meat,1996,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Poultry Meat,1997,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Poultry Meat,1998,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Poultry Meat,1999,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Poultry Meat,2000,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Poultry Meat,2001,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Poultry Meat,2002,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Poultry Meat,2003,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Poultry Meat,2004,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Poultry Meat,2005,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Poultry Meat,2006,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Poultry Meat,2007,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Poultry Meat,2008,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Poultry Meat,2009,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Poultry Meat,2010,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Poultry Meat,2011,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Poultry Meat,2012,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",French Polynesia,Production,Poultry Meat,2013,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Gabon,Production,Bovine Meat,1991,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Bovine Meat,1992,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Bovine Meat,1993,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Bovine Meat,1994,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Bovine Meat,1995,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Bovine Meat,1996,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Bovine Meat,1997,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Bovine Meat,1998,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Bovine Meat,1999,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Bovine Meat,2000,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Bovine Meat,2001,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Bovine Meat,2002,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Bovine Meat,2003,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Bovine Meat,2004,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Bovine Meat,2005,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Bovine Meat,2006,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Bovine Meat,2007,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Bovine Meat,2008,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Bovine Meat,2009,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Bovine Meat,2010,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Bovine Meat,2011,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Bovine Meat,2012,1000 tonnes,2
"Food Balances (-2013, old methodology and population)",Gabon,Production,Bovine Meat,2013,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Mutton & Goat Meat,1991,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Mutton & Goat Meat,1992,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Mutton & Goat Meat,1993,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Mutton & Goat Meat,1994,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Mutton & Goat Meat,1995,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Mutton & Goat Meat,1996,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Mutton & Goat Meat,1997,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Mutton & Goat Meat,1998,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Mutton & Goat Meat,1999,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Mutton & Goat Meat,2000,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Mutton & Goat Meat,2001,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Mutton & Goat Meat,2002,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Mutton & Goat Meat,2003,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Mutton & Goat Meat,2004,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Mutton & Goat Meat,2005,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Mutton & Goat Meat,2006,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Mutton & Goat Meat,2007,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Mutton & Goat Meat,2008,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Mutton & Goat Meat,2009,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Mutton & Goat Meat,2010,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Mutton & Goat Meat,2011,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Mutton & Goat Meat,2012,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Mutton & Goat Meat,2013,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gabon,Production,Pigmeat,1991,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Gabon,Production,Pigmeat,1992,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Gabon,Production,Pigmeat,1993,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Gabon,Production,Pigmeat,1994,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Gabon,Production,Pigmeat,1995,1000 tonnes,2
"Food Balances (-2013, old methodology and population)",Gabon,Production,Pigmeat,1996,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Gabon,Production,Pigmeat,1997,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Gabon,Production,Pigmeat,1998,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Gabon,Production,Pigmeat,1999,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Gabon,Production,Pigmeat,2000,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Gabon,Production,Pigmeat,2001,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Gabon,Production,Pigmeat,2002,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Gabon,Production,Pigmeat,2003,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Gabon,Production,Pigmeat,2004,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Gabon,Production,Pigmeat,2005,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Gabon,Production,Pigmeat,2006,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Gabon,Production,Pigmeat,2007,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Gabon,Production,Pigmeat,2008,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Gabon,Production,Pigmeat,2009,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Gabon,Production,Pigmeat,2010,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Gabon,Production,Pigmeat,2011,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Gabon,Production,Pigmeat,2012,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Gabon,Production,Pigmeat,2013,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Gabon,Production,Poultry Meat,1991,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Gabon,Production,Poultry Meat,1992,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Gabon,Production,Poultry Meat,1993,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Gabon,Production,Poultry Meat,1994,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Gabon,Production,Poultry Meat,1995,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Gabon,Production,Poultry Meat,1996,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Gabon,Production,Poultry Meat,1997,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Gabon,Production,Poultry Meat,1998,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Gabon,Production,Poultry Meat,1999,1000 tonnes,4
"Food Balances (-2013, old methodology and population)",Gabon,Production,Poultry Meat,2000,1000 tonnes,4
"Food Balances (-2013, old methodology and population)",Gabon,Production,Poultry Meat,2001,1000 tonnes,4
"Food Balances (-2013, old methodology and population)",Gabon,Production,Poultry Meat,2002,1000 tonnes,4
"Food Balances (-2013, old methodology and population)",Gabon,Production,Poultry Meat,2003,1000 tonnes,4
"Food Balances (-2013, old methodology and population)",Gabon,Production,Poultry Meat,2004,1000 tonnes,4
"Food Balances (-2013, old methodology and population)",Gabon,Production,Poultry Meat,2005,1000 tonnes,4
"Food Balances (-2013, old methodology and population)",Gabon,Production,Poultry Meat,2006,1000 tonnes,4
"Food Balances (-2013, old methodology and population)",Gabon,Production,Poultry Meat,2007,1000 tonnes,4
"Food Balances (-2013, old methodology and population)",Gabon,Production,Poultry Meat,2008,1000 tonnes,4
"Food Balances (-2013, old methodology and population)",Gabon,Production,Poultry Meat,2009,1000 tonnes,4
"Food Balances (-2013, old methodology and population)",Gabon,Production,Poultry Meat,2010,1000 tonnes,4
"Food Balances (-2013, old methodology and population)",Gabon,Production,Poultry Meat,2011,1000 tonnes,4
"Food Balances (-2013, old methodology and population)",Gabon,Production,Poultry Meat,2012,1000 tonnes,4
"Food Balances (-2013, old methodology and population)",Gabon,Production,Poultry Meat,2013,1000 tonnes,4
"Food Balances (-2013, old methodology and population)",Gambia,Production,Bovine Meat,1991,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Gambia,Production,Bovine Meat,1992,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Gambia,Production,Bovine Meat,1993,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Gambia,Production,Bovine Meat,1994,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Gambia,Production,Bovine Meat,1995,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Gambia,Production,Bovine Meat,1996,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Gambia,Production,Bovine Meat,1997,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Gambia,Production,Bovine Meat,1998,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Gambia,Production,Bovine Meat,1999,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Gambia,Production,Bovine Meat,2000,1000 tonnes,5
"Food Balances (-2013, old methodology and population)",Gambia,Production,Bovine Meat,2001,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Gambia,Production,Bovine Meat,2002,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Gambia,Production,Bovine Meat,2003,1000 tonnes,4
"Food Balances (-2013, old methodology and population)",Gambia,Production,Bovine Meat,2004,1000 tonnes,4
"Food Balances (-2013, old methodology and population)",Gambia,Production,Bovine Meat,2005,1000 tonnes,4
"Food Balances (-2013, old methodology and population)",Gambia,Production,Bovine Meat,2006,1000 tonnes,4
"Food Balances (-2013, old methodology and population)",Gambia,Production,Bovine Meat,2007,1000 tonnes,4
"Food Balances (-2013, old methodology and population)",Gambia,Production,Bovine Meat,2008,1000 tonnes,4
"Food Balances (-2013, old methodology and population)",Gambia,Production,Bovine Meat,2009,1000 tonnes,4
"Food Balances (-2013, old methodology and population)",Gambia,Production,Bovine Meat,2010,1000 tonnes,4
"Food Balances (-2013, old methodology and population)",Gambia,Production,Bovine Meat,2011,1000 tonnes,4
"Food Balances (-2013, old methodology and population)",Gambia,Production,Bovine Meat,2012,1000 tonnes,4
"Food Balances (-2013, old methodology and population)",Gambia,Production,Bovine Meat,2013,1000 tonnes,4
"Food Balances (-2013, old methodology and population)",Gambia,Production,Mutton & Goat Meat,1991,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gambia,Production,Mutton & Goat Meat,1992,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gambia,Production,Mutton & Goat Meat,1993,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gambia,Production,Mutton & Goat Meat,1994,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gambia,Production,Mutton & Goat Meat,1995,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gambia,Production,Mutton & Goat Meat,1996,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gambia,Production,Mutton & Goat Meat,1997,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gambia,Production,Mutton & Goat Meat,1998,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gambia,Production,Mutton & Goat Meat,1999,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gambia,Production,Mutton & Goat Meat,2000,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gambia,Production,Mutton & Goat Meat,2001,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gambia,Production,Mutton & Goat Meat,2002,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gambia,Production,Mutton & Goat Meat,2003,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gambia,Production,Mutton & Goat Meat,2004,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gambia,Production,Mutton & Goat Meat,2005,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gambia,Production,Mutton & Goat Meat,2006,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gambia,Production,Mutton & Goat Meat,2007,1000 tonnes,2
"Food Balances (-2013, old methodology and population)",Gambia,Production,Mutton & Goat Meat,2008,1000 tonnes,2
"Food Balances (-2013, old methodology and population)",Gambia,Production,Mutton & Goat Meat,2009,1000 tonnes,2
"Food Balances (-2013, old methodology and population)",Gambia,Production,Mutton & Goat Meat,2010,1000 tonnes,2
"Food Balances (-2013, old methodology and population)",Gambia,Production,Mutton & Goat Meat,2011,1000 tonnes,2
"Food Balances (-2013, old methodology and population)",Gambia,Production,Mutton & Goat Meat,2012,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Gambia,Production,Mutton & Goat Meat,2013,1000 tonnes,1
